click_id,timestamp,user_id,ip_address,device_type,browser,operating_system,referrer_url,page_url,click_duration,scroll_depth,mouse_movement,keystrokes_detected,ad_position,click_frequency,time_since_last_click,device_ip_reputation,VPN_usage,proxy_usage,bot_likelihood_score,is_fraudulent
eecd52e8-62a8-4826-bfdc-50a14e20c729,20-11-2024 04:32,12d93514-a1f7-434c-aa97-492071a2ded2,73.104.236.222,Tablet,Safari,Windows,https://clark.info/,http://www.miller.com/,3.46,28,45,34,Side,1,294,Good,0,0,0.8,1
0c13a050-0d8d-48d8-a052-bf5791cc99fe,16-06-2024 22:18,a01bf3a3-cc9c-4d34-b6a4-f3f2f0776a9a,6.157.211.131,Desktop,Firefox,Android,http://austin.com/,http://watson.net/,2.25,20,216,29,Top,2,25,Suspicious,0,1,0.76,1
a9eabb11-e0e8-4fa4-942f-b97c8cce1f67,29-02-2024 20:50,16f59e9b-a0e6-4e1e-b4b6-4e25bed97daa,16.191.196.44,Tablet,Firefox,Linux,https://joseph.com/,https://www.campbell.biz/,0.18,53,391,27,Top,7,237,Good,0,0,0.02,0
b33a6b7b-d3ed-48f0-9e75-c7acb322678c,11-09-2024 04:11,f91281da-40b6-4ed5-b8f0-3d7a72e0dd8a,135.41.45.16,Tablet,Chrome,macOS,http://www.lowe-green.com/,http://www.brown.com/,2.3,55,54,44,Bottom,1,461,Good,0,0,0.62,0
2912de6b-75d3-4768-b33b-d04eb2343cae,17-06-2024 20:42,16f1af1a-f217-455a-a9a2-4616399557b0,164.246.56.98,Desktop,Chrome,Linux,http://galloway.com/,https://travis.com/,1.74,93,77,6,Bottom,1,321,Good,0,0,0.18,0
d9a77f18-92ee-4224-9206-9c17001f75da,21-10-2024 18:45,7cf8bf18-fbf8-46f6-a374-4abb0fd6d7d3,205.39.235.199,Desktop,Safari,macOS,https://www.mcpherson.org/,http://bautista.com/,1.81,20,490,41,Side,9,100,Good,0,0,0.66,0
97379f54-8efb-454e-ac6e-5468e525a92d,04-04-2024 19:27,1787b709-2acb-4a03-8329-4d741d8cc2a3,66.206.94.117,Tablet,Safari,macOS,http://carrillo-harris.org/,https://www.rodriguez.com/,0.69,99,158,34,Side,2,408,Good,0,0,0.62,0
d57a1691-f864-4264-a5bb-033de0cb73f0,29-06-2024 08:46,634b0c4a-f33c-4dec-b470-f75b946ba523,27.138.182.196,Mobile,Opera,macOS,http://cox.com/,https://weber.com/,0.62,54,343,29,Top,4,155,Suspicious,0,0,0.85,1
7842b1bc-2f1b-4dc6-906a-9fd3d1d6da4e,04-03-2024 06:59,6770325c-ec2f-4ae4-bbde-40968f7438ca,214.94.25.101,Desktop,Chrome,Android,http://gonzalez.biz/,https://www.cervantes.com/,2.88,57,271,33,Side,3,434,Good,0,0,0.26,0
3337e4d8-3cf5-41a2-ae9f-99cbb4deba97,14-11-2024 13:42,09aad17b-eb34-43cd-907b-9f7c80efbcaf,141.12.33.87,Mobile,Opera,Windows,http://snyder.com/,http://solomon.net/,0.59,63,147,38,Side,4,434,Suspicious,0,0,0.03,0
342874d4-452a-4774-836a-fe5b6d16220d,07-02-2025 20:18,41c8849a-6de1-47ea-a2aa-0640069d1097,88.37.184.189,Mobile,Edge,Android,https://vaughan-cox.com/,https://franco.info/,1.18,85,37,8,Bottom,7,143,Bad,0,0,0.91,1
4625dbfc-4543-4a42-9430-1a4b787f1770,30-11-2024 18:35,1eae8cc1-ca50-4d58-86d7-2e8c7b373123,142.68.172.92,Mobile,Opera,Windows,http://www.taylor-rich.com/,http://www.garcia.com/,2.37,45,110,11,Side,2,529,Suspicious,1,0,0.91,1
102f3e7e-8e47-416d-9de9-05d353538765,10-04-2024 09:51,fc903891-c8b4-457e-b8a8-9aa1ee5b4699,56.129.127.169,Desktop,Firefox,Linux,https://www.mueller.net/,https://rogers-ho.com/,0.17,83,14,28,Top,2,285,Bad,0,0,0.46,0
cd8d8c27-778c-4c01-87ef-7fd2a0e4a6c9,21-10-2024 04:33,aacf5d78-3131-4371-8583-ab65e81065b6,173.34.66.169,Mobile,Opera,iOS,http://turner.com/,https://www.sanchez.info/,1.81,21,77,9,Side,9,5,Good,0,1,0.08,0
d0e28244-d71e-4b87-8fbf-f1df62eac0d5,23-10-2024 17:19,143e0937-316e-42e3-9bff-fa278a22deab,32.235.167.251,Desktop,Safari,Linux,http://brown-green.com/,http://www.cortez.com/,1.78,59,75,26,Side,6,523,Good,0,0,0.5,0
e0f3f460-c17b-4299-b955-78abce4fc9ab,25-02-2024 10:51,76ae48cd-d904-48fa-bf8d-78fd996058aa,50.58.88.239,Mobile,Edge,Android,http://www.murray.com/,http://martin-patton.org/,2.31,10,417,18,Side,7,436,Suspicious,0,0,0.52,0
544dc082-51be-4c2d-bac9-30c95c9991e0,02-12-2024 01:48,2d772bcc-8972-4bb7-b0fc-fa3e92d76107,81.251.19.49,Tablet,Firefox,Android,http://lewis.org/,http://www.lang-becker.com/,0.92,46,327,12,Side,5,418,Good,0,0,0.82,1
471b41a4-9915-49e2-9c9c-6e4ab07bcb8e,06-06-2024 04:08,369bd972-59ba-4ff8-aa6b-be292db18277,114.136.28.124,Tablet,Opera,Windows,http://cummings.com/,https://williams.biz/,1.19,30,274,41,Side,5,81,Good,0,0,0.72,0
309ed0f3-a305-4815-810b-f8cc4afe3d65,25-04-2024 20:13,4e3aeb1b-9c7e-4973-9549-6db3815c5dfe,211.66.155.232,Desktop,Edge,Android,http://terrell.info/,http://www.hawkins.com/,0.8,76,493,36,Top,4,545,Good,0,0,0.07,0
c31e566d-bf0d-43eb-95f3-abf6290e8085,10-08-2024 23:35,93e3d0ff-52d3-4a1a-b093-4eefad796528,209.154.184.149,Tablet,Edge,macOS,https://dunn.com/,http://www.fisher.com/,3.3,17,196,31,Bottom,8,377,Good,1,0,0.71,0
dba74c71-a2a5-47a4-babf-b3ec0d3d21ef,24-06-2024 18:39,924ad609-fe0e-4bfc-830e-71a136592538,135.131.191.135,Tablet,Firefox,Android,http://www.palmer.com/,http://white.com/,0.28,21,375,14,Side,7,159,Good,0,0,0.14,0
08a59bf3-d179-4f9e-998c-2db5f8e5d8a4,04-08-2024 17:55,403b0c5d-2b6d-40e9-9c9c-f1ca80d9db76,71.162.180.6,Mobile,Opera,Windows,https://miranda.com/,http://www.snyder.info/,6.59,55,218,20,Bottom,2,217,Good,0,0,0.09,0
a22a994f-7347-4e83-945e-ded39bb7c091,02-01-2025 13:07,57e1c546-7965-460e-8f8c-57bfacb56433,186.208.105.49,Desktop,Edge,Windows,http://www.miles.biz/,http://www.sullivan.net/,2.01,16,62,2,Bottom,2,45,Good,0,0,0.4,0
8a071387-e57a-401c-9770-99ae88a33eac,16-06-2024 00:36,82b8a2f6-58a0-448d-943d-ca173f118971,96.156.29.102,Mobile,Edge,macOS,https://lee.info/,http://www.brewer.biz/,4.36,37,360,7,Top,6,215,Good,0,0,0.08,0
ba19149e-aeff-4ed9-9770-4ac2e5fd6af9,18-07-2024 07:28,addd93eb-3b17-41f5-b5bf-692ffebc2b4d,23.202.121.119,Mobile,Chrome,Windows,https://www.mason.org/,http://christian-simmons.com/,1.11,24,460,5,Bottom,1,511,Good,1,0,0.83,1
b9225af8-790a-4f21-a1ec-2914d14e3366,30-12-2024 03:08,eabe969c-934d-44fd-aa1a-4b3cca7105ce,172.116.102.22,Mobile,Edge,iOS,http://www.edwards.com/,http://munoz.com/,0.81,31,31,28,Side,7,128,Good,1,0,0.46,0
c4a904a5-7365-469e-926a-26e89c086262,02-05-2024 17:57,64df3036-88db-4c07-8343-4eb2ba0d3b3b,6.199.101.254,Mobile,Chrome,Linux,http://potter.com/,https://cervantes.com/,4.62,14,478,18,Side,8,254,Good,0,0,0.59,0
d73973a9-38f9-4b31-9b17-b42d71ee74c2,02-10-2024 18:05,2aaf7db2-b250-4969-801c-3147a5998419,53.28.99.125,Mobile,Opera,Android,http://zimmerman-patel.com/,https://www.trevino.com/,0.21,12,232,16,Side,8,550,Good,0,0,0.58,0
fda8a7e9-1506-477e-af1a-5481fa702277,07-09-2024 09:43,cd031f08-fe1f-46ff-a497-02d49ba36c82,205.18.123.200,Mobile,Opera,iOS,http://www.cantrell.com/,https://www.anderson.com/,0.25,57,109,9,Side,3,352,Bad,0,0,0.98,1
d8c797e9-6475-40c3-b9b6-65753506e670,16-08-2024 18:32,c167ec08-fecf-484b-b7b9-3e84737aef64,85.134.254.136,Mobile,Opera,Android,http://www.davis.com/,http://graves.com/,0.71,89,164,32,Top,7,541,Suspicious,0,0,0.92,1
b3a107d4-e6d4-4425-a665-db22ee6e273f,11-07-2024 14:39,b7af02d1-85eb-49d8-b373-c651dc16e08c,192.160.119.127,Desktop,Safari,iOS,https://www.brown.com/,http://www.curtis.com/,6.43,49,193,12,Bottom,1,164,Good,0,0,0.85,1
e098ff90-c600-4893-9d91-eb82164c76fd,05-01-2025 23:25,60736ba1-8deb-40f5-9a9d-fce1f48315e8,18.108.48.142,Tablet,Opera,Android,https://neal-mcdowell.net/,http://www.molina.com/,2.01,10,6,26,Top,3,535,Bad,0,0,0.38,0
890cd7b6-da29-4211-9470-5f0964a224dc,13-11-2024 19:18,b373cfc6-374c-4a6e-b85e-049e90b05bc6,121.52.172.15,Mobile,Edge,macOS,https://shaffer.com/,https://perez.com/,1.62,12,431,41,Bottom,6,131,Good,0,0,0.15,0
55e8d8e7-90f6-4786-b2f0-366a0b4a8c0b,19-11-2024 16:28,688ac266-7424-49aa-b197-56e2afa27b21,92.72.34.188,Mobile,Firefox,Windows,https://richardson.com/,http://www.orr-davis.org/,2.44,96,138,11,Top,9,598,Good,0,1,0.59,0
a0f34806-f7c5-4d95-b240-09598c944eca,19-04-2024 12:33,f26a8a06-470f-4bba-a58b-e1880837c8be,78.82.19.61,Mobile,Chrome,Windows,https://www.walker.com/,http://www.larson-jones.net/,1.08,49,458,1,Top,5,504,Good,0,0,0.44,0
4be2146a-0ee5-40b2-aa12-91bb8bcead6b,26-03-2024 16:17,5dbe63c6-83a7-406f-8df6-06542c81bd7f,27.169.159.92,Mobile,Safari,macOS,http://www.nguyen.com/,http://www.gill.com/,2.84,37,342,9,Top,5,424,Good,0,1,0.23,0
22ded9fe-bd85-477c-9612-58aa0be53eaf,10-05-2024 18:07,b39c0604-6129-4be6-b23d-04424f408463,155.32.63.161,Mobile,Opera,iOS,http://shelton.com/,https://www.brock-parker.biz/,1,0,286,20,Side,9,184,Good,0,0,0.1,0
a0bc493d-871d-43fb-889a-c6463d7aa5b7,03-02-2025 03:01,159e8734-c490-4008-91a7-da176e9cc9ce,61.82.38.147,Mobile,Opera,Linux,https://fisher.net/,http://watson-haynes.info/,3.5,38,427,22,Side,9,523,Good,0,0,0.44,0
9e65a594-06dc-48e2-8b26-5c10a90e1a39,04-10-2024 05:55,a69f3301-d685-43ef-9fb9-2aab9c0a8094,73.94.194.86,Tablet,Firefox,iOS,https://mendez.com/,http://ramos.com/,0.62,26,300,0,Top,6,554,Good,0,0,0.65,0
003bc689-a59d-4677-bffd-1fe7c4717b88,28-04-2024 23:34,126dbe82-ae82-4f76-9302-a69597042c47,48.125.57.44,Tablet,Firefox,Windows,http://www.craig-henderson.biz/,https://smith.com/,0.65,35,455,32,Bottom,5,235,Good,0,0,0.63,0
4d5fcb86-38a2-4b9a-a510-0be147ce4404,01-07-2024 04:40,2b4e0b95-bf40-4574-9468-dc04d45a1cb5,158.4.70.146,Mobile,Safari,Linux,http://gray.com/,https://brown.biz/,1.48,31,55,25,Bottom,2,131,Good,0,0,0.77,1
a0f289e1-4dfb-4c13-a4be-920401de3d7f,07-03-2024 01:20,5e14620a-d7f4-4390-9cef-2d5a9d824f32,163.226.0.103,Tablet,Chrome,Android,https://www.reed-kane.com/,https://kirk.info/,1.13,40,159,14,Side,8,14,Good,1,0,0.47,0
ff61417f-82aa-4532-8c7c-623f7ddeab0a,11-11-2024 05:43,341c5616-77d3-46df-81ba-2f31c2ad3b97,2.189.189.174,Desktop,Opera,Linux,https://www.quinn.com/,https://www.bartlett.info/,2.09,14,495,21,Top,8,380,Good,0,0,0.32,0
734653de-165f-4996-a7fc-0c3db5d4a7a6,18-10-2024 11:47,82354b65-c9d2-46a9-a78a-551fb8b1bf11,198.145.197.49,Mobile,Safari,iOS,http://www.roth.com/,http://scott.com/,0.91,30,148,24,Side,7,60,Good,0,0,0.54,0
f63a8004-593b-4fe0-bc6d-9bd913d9f23d,12-06-2024 22:35,1a5415f1-8151-4b6e-a10f-07203ca1c6b6,43.105.2.236,Desktop,Edge,macOS,https://roy.com/,http://www.brown.biz/,0.52,5,286,0,Side,8,292,Good,0,0,0.98,1
57ede652-07fe-484c-8d1f-3b9def85fff6,05-01-2025 22:11,6ea39b1f-0bb7-4117-a60e-a6255ca70bba,54.9.14.75,Desktop,Edge,Android,https://lee-gillespie.com/,http://alexander-bender.com/,1.27,88,256,25,Side,3,160,Good,0,0,0.05,0
183440a8-535e-4fa2-8ee2-de5a53fb9262,08-03-2024 22:56,4e68af29-638f-4b47-ac9a-7ec5f67eca31,110.165.241.60,Mobile,Safari,iOS,https://howard.info/,https://www.medina.net/,1.65,51,460,20,Top,3,447,Good,0,0,0.53,0
e105befd-9c0c-403b-be03-8b5bbd69799e,27-02-2024 07:27,454bda39-330a-4857-ab40-d7bc896fe8c2,24.161.249.11,Tablet,Opera,Android,https://www.dyer.com/,http://shah.net/,0.31,81,138,40,Top,2,538,Good,0,1,0.33,0
c667004b-7a50-4867-94b1-1dfdbc2b097e,12-12-2024 12:07,693144d2-f98e-4d6c-b15f-17712454751a,154.180.32.165,Desktop,Safari,Linux,http://www.wolfe.com/,https://sanchez.net/,1.63,21,348,23,Side,1,577,Good,0,0,0.11,0
aed9abdb-350d-4be2-8020-cb7574aeb178,30-10-2024 12:51,d06837c4-a661-4361-ab9c-22ff32f25446,168.46.29.126,Mobile,Opera,Windows,https://www.bass-navarro.biz/,http://hudson.com/,0.77,30,323,38,Top,3,386,Good,0,0,0.43,0
753007fa-3b67-4ff3-aefa-a27710f4dd0a,12-03-2024 22:34,7b59ba23-48c0-4d9a-9474-6048a61a1604,72.70.32.73,Desktop,Firefox,iOS,http://flores.net/,https://www.olson.com/,1,99,291,15,Bottom,3,70,Suspicious,0,1,0.64,0
b343265a-a4fc-45e7-b574-6e0accb2b121,14-06-2024 02:22,bde7c38c-15da-40c6-bf65-9b9cf98014cd,198.119.130.101,Desktop,Safari,macOS,https://www.potter-holt.net/,http://www.ortiz-parker.com/,0.66,72,334,31,Bottom,7,382,Bad,0,0,0.53,0
872162c3-dd97-415a-8a34-10042be50e1d,31-07-2024 01:29,923887c0-74be-4141-bebc-f9c03f8277f7,214.15.197.71,Desktop,Opera,Linux,https://www.lowe.info/,https://www.clarke.org/,5.36,45,186,15,Side,9,225,Good,1,0,0.03,0
c02210be-9ea4-4b7f-85e0-fdba16f72d21,22-02-2024 09:41,b5921dad-7743-42f4-a482-02b49ff4bbbd,178.3.219.51,Desktop,Safari,iOS,https://jones.net/,http://wilson.com/,2.3,66,322,12,Bottom,1,508,Good,1,0,0.58,0
1a1c4ba4-5e7a-4ba1-8cf5-bc51c1c417e4,15-04-2024 12:05,3dbfd65c-2972-439d-a8f6-b5fccea6cd08,141.174.89.144,Tablet,Safari,macOS,https://www.palmer.net/,https://www.hunter.com/,0.61,96,183,41,Side,8,40,Good,1,1,0.23,0
3406070c-973c-4104-b5ae-bf11d15256e3,31-07-2024 10:57,030fcf34-2362-43c0-afc1-1400d194ca32,62.159.88.143,Desktop,Opera,iOS,http://hall.com/,http://boyle.com/,2.07,90,306,31,Side,1,146,Good,1,1,0.34,0
ee1033a0-dfe8-42ec-9f96-ea431084cc1b,05-09-2024 00:04,e17a4d62-3ef0-4e62-9bad-2e02e8b43551,156.122.183.44,Desktop,Opera,Linux,http://parsons-watson.net/,http://www.williams-baker.com/,3.78,42,412,49,Side,3,366,Good,0,0,0.31,0
1f5d650c-66c8-442f-a0df-b448f04d9502,10-04-2024 05:50,b88ff9cf-bf62-43d4-8c58-fc6d19d939a3,172.139.113.57,Desktop,Chrome,iOS,https://www.kelly.com/,https://parrish.biz/,1.03,0,468,40,Top,4,248,Good,0,0,0.86,1
332ae4ae-4651-4c94-a6e5-5ca6eb27ecf2,25-07-2024 15:25,4d2a5218-2f14-4572-a9fc-a7d11375ecd5,158.161.194.57,Tablet,Safari,Android,https://day.com/,https://castillo-randall.com/,3.54,43,385,43,Top,8,12,Good,0,0,0.05,0
