click_id,timestamp,user_id,ip_address,device_type,browser,operating_system,referrer_url,page_url,click_duration,scroll_depth,mouse_movement,keystrokes_detected,ad_position,click_frequency,time_since_last_click,device_ip_reputation,VPN_usage,proxy_usage,bot_likelihood_score
f9db5480-3256-4c79-b7cd-38dd198b49a0,03/29/2026 19:52,bfde4646-5810-4a3f-a9f9-a92c0d535a5e,142.97.207.193,Desktop,Chrome,Windows,https://www.demo.net/,https://www.testsite.org/,8.05,31,473,30,Top,7,227,Good,0,0,0.04
707f800d-60ec-422e-85f1-8936c1e3779f,04/15/2026 17:45,2a1c6a4a-3026-4d27-80d3-86f5990f88a5,150.47.203.105,Desktop,Safari,Windows,https://www.demo.net/,https://www.demo.net/,7.76,91,480,43,Side,3,142,Suspicious,0,0,0.02
72661412-72a5-4ce5-a20e-1eb3f76eaac3,03/13/2026 12:02,df859e81-8377-4663-8ed3-b3549fba1daa,216.180.220.82,Mobile,Safari,Windows,https://www.testsite.org/,https://www.testsite.org/,7.54,9,55,15,Side,6,348,Suspicious,0,1,0.66
630fa42a-d88f-4436-82a6-78554ceb7a51,04/06/2026 13:32,875f68ec-0b49-466e-9e3b-9308b946b1c9,104.220.190.226,Desktop,Safari,Android,https://www.demo.net/,https://www.example.com/,8.46,96,117,48,Top,4,210,Good,0,0,0.11
a82e0925-2149-476b-b8c3-0b80d6859d03,02/14/2026 23:12,14e36be7-90fa-413f-b7d8-892b336f81eb,183.215.84.35,Desktop,Firefox,Windows,https://www.mysite.io/,https://www.mysite.io/,2.54,76,326,46,Bottom,3,46,Suspicious,0,1,0.06
9e04775a-c931-4a14-8e09-060022e09c65,03/24/2026 00:38,feb20822-81f0-4ea1-9188-4b4c29b09a31,104.156.191.131,Tablet,Firefox,macOS,https://www.testsite.org/,https://www.mysite.io/,4.95,88,309,13,Bottom,1,386,Suspicious,1,0,0.07
e9a04839-2a85-4a47-969c-857f556ddd07,03/20/2026 17:49,0b849117-4515-480b-8cf0-f5b018027c36,111.97.237.104,Tablet,Chrome,Windows,https://www.demo.net/,https://www.demo.net/,7.15,75,460,5,Side,9,69,Good,0,0,0.33
7cbda35e-27da-4e26-ae4c-310649928670,04/08/2026 00:55,90378392-4f56-4e37-9fa9-bf61eae7ebc3,150.200.211.90,Desktop,Chrome,macOS,https://www.mysite.io/,https://www.testsite.org/,1.99,91,208,37,Bottom,3,78,Suspicious,0,1,0.6
f78ed614-d9f5-427f-9101-68aa16b06b5b,04/04/2026 14:01,5228a72f-54e6-4d6e-ad1e-40ab2988ff4b,84.243.21.160,Desktop,Firefox,macOS,https://www.example.com/,https://www.mysite.io/,2.08,7,175,25,Side,3,13,Suspicious,0,1,0.47
d394a046-bbcf-48ac-bbd5-2879996944fb,03/14/2026 22:15,a8b0c94b-b54a-412a-a3e9-d36b55c24552,27.239.168.198,Desktop,Safari,Windows,https://www.testsite.org/,https://www.testsite.org/,4.32,45,223,3,Top,9,310,Good,1,0,0.51
36575f0e-3a61-46b6-b4ec-820c2ee7520b,02/14/2026 07:28,34c598b7-3454-425a-a9bc-3ed001919800,66.253.240.62,Tablet,Safari,Windows,https://www.testsite.org/,https://www.example.com/,4.98,100,29,0,Side,8,352,Good,1,0,0.91
51cb3be7-66f4-4d58-b5c4-26f5f50d1b1a,02/22/2026 10:54,dab86098-9cfb-4f28-ad10-87e721b1f998,247.168.92.233,Tablet,Chrome,macOS,https://www.mysite.io/,https://www.demo.net/,8.71,63,450,0,Top,10,457,Suspicious,1,1,0.21
a6869953-59e0-4908-88ed-2f3af327cb9b,03/03/2026 17:53,b3f62944-e7bc-491d-82cd-c5fabc0b7306,12.7.48.11,Mobile,Safari,macOS,https://www.mysite.io/,https://www.example.com/,2.65,17,279,4,Bottom,5,424,Good,1,1,0.11
f81e0ebf-17f5-48a5-a3fd-11fea75566f8,03/26/2026 09:30,72bca39c-2c11-4c47-a829-f85d0fe2984b,169.190.231.98,Desktop,Firefox,Linux,https://www.testsite.org/,https://www.mysite.io/,4.06,57,71,13,Side,2,56,Suspicious,0,1,0.47
755c4fcb-2241-4e32-8297-a93535bf68e2,02/14/2026 13:18,46313196-ce3e-4c08-a5a0-1322180b1676,190.54.193.180,Desktop,Safari,Windows,https://www.testsite.org/,https://www.example.com/,5.51,72,121,6,Top,9,176,Suspicious,1,1,0.92
7996aff0-eeda-4ff6-be57-778fae25ade3,04/02/2026 04:22,d47da3f4-5516-4289-9af5-2ad89d6d5860,175.71.154.30,Tablet,Safari,Android,https://www.testsite.org/,https://www.testsite.org/,5.35,88,460,31,Top,8,417,Good,1,1,0.32
5c1b1429-a37d-49a7-82fb-6439ca80455c,03/04/2026 20:30,368a874f-e3b0-468f-b668-ff58b3cc60f2,17.101.249.43,Mobile,Safari,Linux,https://www.testsite.org/,https://www.testsite.org/,0.21,10,229,15,Side,4,427,Good,1,1,0.94
79a4aacf-53e8-4488-80d8-f7684305477b,04/05/2026 03:06,2410ccae-6112-4c2d-8a6f-987c63b5c0ef,172.158.145.77,Tablet,Opera,Android,https://www.mysite.io/,https://www.testsite.org/,2.02,20,15,5,Bottom,3,171,Good,0,0,0.69
d56f4675-610a-48f8-a1c3-d0c9034a8a92,02/19/2026 21:47,79211cb9-3c68-4fe1-a324-e015386fe53d,56.100.134.109,Mobile,Chrome,Linux,https://www.mysite.io/,https://www.example.com/,1.87,67,401,36,Side,10,338,Good,1,0,0.96
b0e35e22-7a3e-4128-a6fe-da23d4e7f8d6,03/07/2026 15:12,33b28584-acb5-45ef-8b43-71dcbf6350cf,114.35.89.42,Desktop,Safari,Linux,https://www.demo.net/,https://www.example.com/,0.84,72,234,46,Side,7,60,Suspicious,0,1,0.85
48f79627-9a22-4d36-8513-959114a7a82c,02/17/2026 14:01,3dfa3235-86f0-407f-adfa-6a0de43a4a7b,191.33.103.55,Desktop,Opera,macOS,https://www.testsite.org/,https://www.demo.net/,9.47,88,338,19,Side,1,377,Good,1,1,0.82
34b65262-f77d-4a0b-8746-f851a4b7e06b,03/01/2026 23:56,554ed0b9-9256-4d3f-be6b-2ebd1b50cc14,120.28.74.132,Desktop,Chrome,macOS,https://www.mysite.io/,https://www.demo.net/,1.19,93,471,9,Top,6,273,Suspicious,1,1,0.1
27107a10-94fa-4c5e-88a7-552cc97f9803,03/31/2026 19:25,66ab2e2a-924c-4298-93ca-3feacccdc869,24.2.12.97,Mobile,Edge,macOS,https://www.demo.net/,https://www.testsite.org/,1.33,44,468,12,Bottom,4,452,Good,1,1,0.64
d0201673-3788-4d21-acc7-02e6cc5957cd,02/07/2026 13:57,345314c6-0f80-4399-bd4a-9c1c1ba6d8a2,244.244.203.3,Mobile,Opera,Android,https://www.testsite.org/,https://www.mysite.io/,8.18,40,267,32,Bottom,7,473,Good,0,0,0.65
3b7b02c9-f7df-4903-8c84-30447b725929,03/20/2026 11:08,26090a89-1351-47ae-aafe-413ecdf3a5ab,251.164.255.238,Tablet,Opera,Windows,https://www.testsite.org/,https://www.mysite.io/,9.96,63,38,40,Side,1,202,Suspicious,1,0,0.47
ca6db047-db20-4ac3-bb6e-b964c9321b9b,02/19/2026 20:20,5d7a57ae-7874-4c8d-a856-789a97fdba6f,117.15.190.86,Mobile,Safari,Windows,https://www.mysite.io/,https://www.mysite.io/,7.58,18,325,44,Bottom,9,204,Good,1,1,0.41
82a04883-2dd5-4c57-b0ee-77bc2d6431df,02/24/2026 01:34,6df34f00-ba49-4713-9ee0-c1bd1bf5ddd6,8.110.242.166,Tablet,Safari,Windows,https://www.testsite.org/,https://www.demo.net/,3.55,68,171,3,Bottom,3,365,Good,0,1,0.09
ab9decbb-d3ef-40b6-a191-2e7d845a954b,03/11/2026 22:45,ab186d68-7232-4adb-abce-eb57cebe37d8,59.215.233.93,Tablet,Edge,iOS,https://www.mysite.io/,https://www.mysite.io/,5.17,60,48,10,Bottom,5,256,Good,1,0,0.5
9005663b-6977-46a3-b6d1-68e5ccdd0e81,03/23/2026 01:30,2d432489-3e7a-4242-bc1c-0b7ce66c007c,252.117.253.109,Tablet,Edge,iOS,https://www.demo.net/,https://www.demo.net/,2.88,67,65,42,Side,4,327,Suspicious,1,1,0.76
985626fc-e72d-4486-8509-58dde3b0a134,04/01/2026 11:33,581a25d2-b7bf-4248-9108-091aa0ac4d00,191.145.109.216,Mobile,Chrome,Android,https://www.example.com/,https://www.demo.net/,8.4,63,464,39,Side,4,102,Suspicious,0,1,0.87
2afe1fbc-13ff-4828-b963-45d017c0d65a,03/19/2026 20:50,77e32e2e-706c-4667-be68-e1259412f89d,2.142.188.66,Mobile,Opera,iOS,https://www.example.com/,https://www.example.com/,8.01,93,46,25,Top,3,254,Good,1,1,0.69
fb370227-b98b-4dcb-9b0c-796e44a5876f,02/08/2026 19:01,a9bde163-52b4-4afe-ae85-7d4629ed1fcb,212.43.177.132,Desktop,Chrome,macOS,https://www.mysite.io/,https://www.testsite.org/,6.9,30,219,10,Side,1,312,Suspicious,1,1,0.67
a799c017-30ce-454f-aef4-9d3807e3c757,04/14/2026 17:46,17c573c9-fdbf-49bd-89c4-e98b4534c4c7,20.143.92.52,Tablet,Edge,Linux,https://www.demo.net/,https://www.example.com/,7.51,4,327,45,Top,4,337,Suspicious,0,0,0.2
b644fd0e-0458-488e-a274-4ecbe172cb9b,03/15/2026 19:39,d5a77e91-5bdf-4929-9af8-82150f5dea8a,81.250.76.218,Tablet,Chrome,Windows,https://www.mysite.io/,https://www.mysite.io/,8.6,89,274,5,Side,5,89,Suspicious,0,1,0.09
668b6a3b-080f-41bb-a720-252179bdb776,03/02/2026 01:42,4ffce147-8c04-443e-bc47-b51a622a96b5,186.223.36.10,Mobile,Chrome,Linux,https://www.mysite.io/,https://www.demo.net/,1.22,81,59,43,Bottom,3,406,Good,0,0,0.54
5ee45e33-9965-4e51-b2af-cdc573d5e3c4,04/06/2026 05:59,31c1d951-9e09-445d-8faf-06b1a6426623,122.105.16.165,Mobile,Safari,macOS,https://www.testsite.org/,https://www.testsite.org/,8.81,64,320,21,Top,2,430,Suspicious,1,0,0.44
2b4d64cc-6837-4ada-9e37-240a9bb29009,04/10/2026 23:00,5bdfcf8a-d037-4a47-86e8-caf3e69454e6,95.222.223.43,Mobile,Opera,macOS,https://www.demo.net/,https://www.example.com/,3.35,51,408,24,Top,6,174,Suspicious,1,0,0.94
1bc3ed5e-3558-4897-9456-9026eb54cbc5,03/31/2026 21:33,a7a77f5e-45db-4a58-8489-4d7cf1c2f10c,92.184.27.246,Mobile,Safari,Linux,https://www.demo.net/,https://www.demo.net/,6.39,31,402,6,Side,5,367,Good,1,0,0.11
ea786f9a-00ee-41b2-84fa-ed8cac974d41,02/09/2026 08:58,4e767585-ba50-4556-b568-2abda70816e5,189.107.9.197,Desktop,Firefox,Android,https://www.example.com/,https://www.demo.net/,2.43,94,262,50,Side,3,458,Suspicious,0,1,0.41
bc329c4c-d7c9-4cd8-8baf-f0a5d26b3796,03/09/2026 03:51,c2e1c9dc-7ef5-419a-a52f-128b46f412d9,89.49.211.72,Mobile,Opera,Linux,https://www.demo.net/,https://www.mysite.io/,7.74,96,466,26,Top,1,33,Good,0,1,0.88
4b763e3f-3bcb-49be-b9d3-ddbbf790e990,02/25/2026 14:02,fb4ab83f-07ed-4592-bf13-9aebe2f2a600,3.74.194.134,Mobile,Opera,macOS,https://www.example.com/,https://www.mysite.io/,8.38,75,56,24,Top,8,372,Good,1,0,0.83
83f63764-47cc-4cda-bf88-07a76b864709,04/16/2026 12:40,dad1a141-821f-469a-baf2-30a9d2751b9d,161.145.5.63,Desktop,Opera,iOS,https://www.example.com/,https://www.demo.net/,3.46,39,14,12,Side,10,276,Good,1,0,0.26
7ba181ed-684a-4254-a042-14f530a7ec68,03/20/2026 23:53,ee3ea68e-279f-4350-800e-2e4fcfc292ec,208.10.194.224,Tablet,Firefox,Windows,https://www.demo.net/,https://www.mysite.io/,2.44,29,111,34,Top,9,481,Good,0,0,0.17
